	wonka.LABORATORY_CoffeeMachine	wonka.LABORATORY_3Dprinter	wonka.LABORATORY_6axisRobot
wonka.CHOCOLATE_FACTORY	0.9818540901375518	0.9700686374542355	0.8317671099950527
wonka.VEHICLE_TESTBED	0.8341792427022221	0.8114797829505537	0.8115240524377819
